"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","study_id_expo","trial_expo","Group_expo","Time1","dayspostcalving","from1","to1","Def","COV","DetectionMethod","Ounit1","stratifyingvariable","study_id_expo1","T","Estimatetype","Estimatescale","trial_expo1","U","CIlevel","Group_expo1"
111,1,1f3cb1a0-840b-451f-8c11-97dee28f2776,ADDS\mafifi,4/24/2019 5:22:24 PM,ADDS\mafifi,4/24/2019 5:22:24 PM,4cfd1e8d-46ff-4bc6-b63a-961060eed252,429,1,4_Cloxa,1,,1,1," A new quarter infection acquired during the dry period was recorded when a quarter that was not infected at drying off or a quarter infected with a different pathogen yielded a pathogen at calving.
",,Culture,Quarter,No-stratification (totals),,,,,,,,
112,1,cfdad838-585b-41a0-bd27-77513c6a4a56,ADDS\mafifi,4/24/2019 5:22:56 PM,ADDS\mafifi,4/24/2019 5:22:56 PM,d2e70a0e-b2fb-4c28-a7e6-eb0048ddc95a,429,1,5_Cephalonium,1,,1,6," A new quarter infection acquired during the dry period was recorded when a quarter that was not infected at drying off or a quarter infected with a different pathogen yielded a pathogen at calving.
",,Culture,Quarter,No-stratification (totals),,,,,,,,
113,1,469154bd-ac90-41ca-bb10-4fca87334665,ADDS\mafifi,4/24/2019 5:23:46 PM,ADDS\mafifi,5/7/2019 3:56:27 AM,881f732b-a84f-477c-a1c7-6ff070b9c878,429,1,6_Cloxa+Ampicillin,1,,1,6, A new quarter infection acquired during the dry period was recorded when a quarter that was not infected at drying off or a quarter infected with a different pathogen yielded a pathogen at calving.,,Culture,Quarter,No-stratification (totals),,,,,,,,
114,1,1671e4a0-66c5-4046-8483-1a4c6495869a,ADDS\mafifi,4/30/2019 7:51:33 PM,ADDS\mafifi,5/6/2019 5:16:37 PM,e5cc8152-830b-433e-9d41-ab9ef8f1cf8c,472,1,1_PenicillinG,1,,3,10,A new infection was indicated when a pathogen was present in both postcalving samples but was not isolated from both pretreatment samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
115,1,bafe62dd-4378-4624-b4d7-0a2e5d6b2fe6,ADDS\mafifi,5/1/2019 4:03:29 PM,ADDS\mafifi,5/6/2019 3:52:00 PM,beda30ee-1761-4391-9af8-cff14a345be5,472,1,2_PenicillinG,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
116,1,da231af4-0a15-4587-8cff-cb62192e0b0a,ADDS\mafifi,5/6/2019 3:54:45 PM,ADDS\mafifi,5/6/2019 5:15:04 PM,cf310096-4432-40d6-aa21-3e2b77d66509,472,1,3_PenicillinG,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
117,1,2d803175-982b-44ac-8d03-4d99f6b3c14d,ADDS\mafifi,5/6/2019 3:57:54 PM,ADDS\mafifi,5/6/2019 3:58:44 PM,19f0ffce-110c-44e7-9764-15a4f9590257,472,1,4_Novobiocin,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
118,1,95d2ce94-d50e-4db5-94df-1bd2f4e0decc,ADDS\mafifi,5/6/2019 4:00:28 PM,ADDS\mafifi,5/6/2019 5:14:00 PM,0c53ae29-7256-4f97-a0fb-82dad1dd9a52,472,1,5_Novobiocin,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
119,1,56500d08-05d9-48c8-9c9b-7a6247d64eaf,ADDS\mafifi,5/6/2019 4:04:22 PM,ADDS\mafifi,5/6/2019 5:13:08 PM,83632348-57a6-4323-84eb-240ae39bf136,472,1,6_Novobiocin+Pen,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
120,1,8f750a51-9532-43b7-b479-d64c81044093,ADDS\mafifi,5/6/2019 5:01:25 PM,ADDS\mafifi,5/6/2019 5:12:33 PM,eac7c0ea-6214-4762-b48f-f9ff3b4a8469,472,1,7_Novobiocin+Pen,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
121,1,4b344fcd-cc68-4e5d-9d07-5fefb99110cc,ADDS\mafifi,5/6/2019 5:05:44 PM,ADDS\mafifi,5/6/2019 5:12:07 PM,5ea0d5e1-e811-42ff-98b3-ec0f38e015a4,472,1,8_Novobiocin+Pen,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
122,1,ef2b5937-ab78-4afb-8f13-ad2f4df54454,ADDS\mafifi,5/6/2019 5:07:44 PM,ADDS\mafifi,5/6/2019 5:11:21 PM,3a742176-c118-4cf8-8306-f8578aad0222,472,1,9_-ve control,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
123,1,f616d3f2-8553-4455-bc9c-c2a7a44555a7,ADDS\mafifi,5/7/2019 2:21:01 AM,ADDS\mafifi,5/9/2019 5:48:33 AM,2c05b9d5-0a87-4d58-a06c-991df9cd5235,334,1,1_-ve control,1,,3,17,A quarter had an intramammary infection if the same type of organism was isolated from two successive routine samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
124,1,2c8e86a3-6289-4705-bfe3-28b421874dbe,ADDS\mafifi,5/7/2019 2:22:23 AM,ADDS\mafifi,5/9/2019 5:49:09 AM,2659bc69-5246-4849-b53d-9756c8ef60c1,334,1,2_Pen+strept,1,,3,17,A quarter had an intramammary infection if the same type of organism was isolated from two successive routine samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
125,1,7f1bc77f-87e3-4a2d-a934-ded8eb8c7706,ADDS\mafifi,5/7/2019 4:40:59 PM,ADDS\mafifi,5/7/2019 4:42:29 PM,77ef3ed1-7ca7-4189-9780-7960ea561404,523,1,1_Pen+neomycin,1,,1,14,presence of different organism in duplicate post-treatment sam pies,,Culture,Cow,No-stratification (totals),,,,,,,,
126,1,5e398499-03cb-4753-b70d-e20bd8cba89e,ADDS\mafifi,5/7/2019 4:43:39 PM,ADDS\mafifi,5/7/2019 4:43:39 PM,f8f03fcf-0fca-403c-9145-ddce56e45071,523,1,2_Cloxa,1,,1,14,presence of different organism in duplicate post-treatment sam pies,,Culture,Cow,No-stratification (totals),,,,,,,,
127,1,e8ce8506-f82f-4bd4-8374-2127af919a20,ADDS\mafifi,5/7/2019 4:44:48 PM,ADDS\mafifi,5/7/2019 4:44:54 PM,498b4c7d-1950-42f2-bf83-80a6e6df4b4f,523,1,3_-ve control,1,,1,14,presence of different organism in duplicate post-treatment sam pies,,Culture,Quarter,No-stratification (totals),,,,,,,,
128,1,aa0dda23-3cfa-44c5-850b-1ef52c9d067f,ADDS\mafifi,5/8/2019 1:04:16 PM,ADDS\mafifi,5/8/2019 1:05:32 PM,9a0be078-c497-43b4-b125-f81e504e6196,529,1,1_Cloxa+TS,1,,4,11,,,Culture,Quarter,No-stratification (totals),,,,,,,,
129,1,7230cc5d-6b27-491d-9ccb-c7f540567187,ADDS\mafifi,5/8/2019 1:07:19 PM,ADDS\mafifi,5/8/2019 1:07:19 PM,09cbd5db-fad1-43ba-bf75-8c02b119a49c,529,1,2_Cloxa,1,,4,11,,,Culture,Quarter,No-stratification (totals),,,,,,,,
130,1,7f81e543-b5c2-4cdc-b3d6-fda730be05de,ADDS\mafifi,5/9/2019 1:44:15 AM,ADDS\mafifi,5/9/2019 1:47:50 AM,c36d8954-503f-4284-b615-bc0cee1ba2ff,571,1,1_-ve control,1,,1,1,A quarter was classified as infected if the same organism was cultured from both of the foremilk duplicate samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
131,1,0e894d3a-5b33-4d03-a5b6-09458ce6b415,ADDS\mafifi,5/9/2019 1:45:26 AM,ADDS\mafifi,5/9/2019 1:47:33 AM,806c83fb-f4ac-4102-be93-7c170dc8b11f,571,1,2_Cephalonium,1,,1,1,A quarter was classified as infected if the same organism was cultured from both of the foremilk duplicate samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
132,1,983e396a-14dc-4ab3-a08b-d8593d3157e0,ADDS\mafifi,5/9/2019 1:49:09 AM,ADDS\mafifi,5/9/2019 1:49:09 AM,74527521-dbae-4063-b766-57bcd47cdd67,571,1,3_TS only,1,,1,1,A quarter was classified as infected if the same organism was cultured from both of the foremilk duplicate samples.,,Culture,Quarter,No-stratification (totals),,,,,,,,
133,1,7cd05f0d-f45c-4f50-b045-fc1f46358fc8,ADDS\mafifi,5/12/2019 1:42:50 PM,ADDS\mafifi,5/12/2019 2:15:33 PM,eb65cdb7-259a-4f1c-a88a-bad37786ac37,581,1,1_Pen+strept+TS,1,,0,6, An NIMI was defined as quarters from which no pathogens were recovered at dry-off (S1) but growth was later detected in the first postcalving sample (S2) or a different (new) pathogen was recovered at S2 compared with S1.,,Culture,Quarter,No-stratification (totals),581,1,OR,linear,1,Quarter,95%,1_Pen+strept+TS
134,1,cbc8f439-bffa-41c3-acdd-0e0570df3051,ADDS\mafifi,5/12/2019 1:43:18 PM,ADDS\mafifi,5/12/2019 2:20:43 PM,1a9205cb-b901-4663-a335-a50e0134928c,581,1,2_Ceftiofur+TS,1,,0,6, An NIMI was defined as quarters from which no pathogens were recovered at dry-off (S1) but growth was later detected in the first postcalving sample (S2) or a different (new) pathogen was recovered at S2 compared with S1.,,Culture,Quarter,No-stratification (totals),581,1,OR,linear,1,Quarter,95%,2_Ceftiofur+TS
135,1,40650c72-5929-4e97-ac95-58a1f05d3c50,ADDS\mafifi,5/12/2019 1:43:36 PM,ADDS\mafifi,5/12/2019 2:24:41 PM,2b15171f-b7f8-4333-92f3-aaa9af108293,581,1,3_Cephapirin+TS,1,,0,6, An NIMI was defined as quarters from which no pathogens were recovered at dry-off (S1) but growth was later detected in the first postcalving sample (S2) or a different (new) pathogen was recovered at S2 compared with S1.,,Culture,Quarter,No-stratification (totals),,,,,,,,
137,1,42ef30a2-fd1a-4847-8b75-466dc7cb0806,ADDS\mafifi,5/13/2019 6:08:30 AM,ADDS\mafifi,5/13/2019 6:08:30 AM,bec5fbd8-ccd2-4795-a3f9-d3b34023efdd,196,1,1_TS only,1,,,,organisms isolated at calving,,Culture,Quarter,No-stratification (totals),,,,,,,,
138,1,2a317f7f-1f56-461d-bd1c-2327f7d1a8fb,ADDS\mafifi,5/13/2019 6:09:24 AM,ADDS\mafifi,5/13/2019 6:09:24 AM,163ed3b6-779d-4dc5-a1a2-13d1f5abb406,196,1,1_Cloxa,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
139,1,e7e254e8-ce62-4d6a-8a0f-61734d4c3c98,ADDS\mafifi,5/13/2019 6:26:36 AM,ADDS\mafifi,5/13/2019 6:26:39 AM,b9ae7960-072d-42a8-9484-d6e643bbfe27,196,2,1_Penicillin+ Penethamate+Neomycin,1,,1,7,,,Culture,Quarter,No-stratification (totals),,,,,,,,
140,1,963fc20f-ccf1-4174-aee7-1c8d6f17638f,ADDS\mafifi,5/13/2019 6:27:10 AM,ADDS\mafifi,5/13/2019 6:27:10 AM,668e6617-ad4d-4add-9b70-c62ff428fb6d,196,2,2_Penicillin+ Penethamate+Neomycin+TS,1,,1,7,,,Culture,Quarter,No-stratification (totals),,,,,,,,
141,1,163805f4-365d-4ea9-a477-aa22d9b393c6,ADDS\mafifi,5/13/2019 7:34:26 AM,ADDS\mafifi,5/13/2019 7:34:26 AM,76b10704-28d9-401a-aef7-6ba376792ad0,196,3,1_Pen+strept+TS,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
142,1,d9c23b14-bbc5-4baa-a8b9-4954aa586119,ADDS\mafifi,5/13/2019 7:35:35 AM,ADDS\mafifi,5/13/2019 7:35:35 AM,30f1e92e-ff1c-4eb8-a7ca-88d28adcedd9,196,3,2_-ve control,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
143,1,eb19e294-3e52-4878-a1c4-9278b3ffd444,ADDS\mafifi,5/19/2019 7:48:09 PM,ADDS\mafifi,5/19/2019 7:52:49 PM,0a7e2648-ec54-4a71-aaf8-47a8b30b9c70,23,1,3_PenicillinG,1,6,,, New infection rate was defined as negative before drying off and positive 6 days after calving,,Culture,Quarter,No-stratification (totals),,,,,,,,
144,1,22166738-335a-45ae-8773-7a555893e3d1,ADDS\mafifi,5/19/2019 7:51:41 PM,ADDS\mafifi,7/10/2019 1:44:46 AM,a3bf7bb9-bfa7-4e61-ad05-254e1ddfb490,,,1_Pen+strept,1,6,,, New infection rate was defined as negative before drying off and positive 6 days after calving,,Culture,Quarter,No-stratification (totals),,,,,,,,
145,1,e93928bb-31c1-4679-9f11-9e648464fa17,ADDS\mafifi,5/19/2019 7:52:16 PM,ADDS\mafifi,5/19/2019 7:52:18 PM,fdeaaaa0-b9cc-411d-bbc1-2f06eee3cab8,23,1,2_Pen+strept,1,6,,, New infection rate was defined as negative before drying off and positive 6 days after calving,,Culture,Quarter,No-stratification (totals),,,,,,,,
146,1,0d31f772-0d62-4d68-be61-b22f4327b913,ADDS\mafifi,5/21/2019 12:23:59 PM,ADDS\mafifi,5/21/2019 12:37:29 PM,303607ab-d7be-4def-b1fb-d57a56e4ab19,508,1,1_Cloxa,1,,3,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
147,1,e159f659-c575-4907-a272-f91b4cac2c47,ADDS\mafifi,5/21/2019 12:27:32 PM,ADDS\mafifi,5/21/2019 12:27:32 PM,b63b85e1-b92c-45e9-b80c-931434b813b1,508,1,2_Cloxa,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
148,1,05bb710d-0792-4de5-81d7-bb457349f314,ADDS\mafifi,5/21/2019 12:29:44 PM,ADDS\mafifi,5/21/2019 12:32:14 PM,31327f42-44e3-47b3-b4c6-689b1bf26aa8,508,1,3_-ve control,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
149,1,99f90be0-65f8-435c-a0f0-ddc2c7cf1c97,ADDS\mafifi,6/10/2019 2:14:14 AM,ADDS\mafifi,6/10/2019 2:14:14 AM,09aeaa7d-67cd-4878-8be6-327b5c813586,667,1,1_Norfloxacin,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
150,1,87af9168-6647-4d96-9793-971802297b29,ADDS\mafifi,6/10/2019 2:15:48 AM,ADDS\mafifi,6/10/2019 2:15:48 AM,3b878de6-e002-4385-936e-f22744242988,667,1,2_Oxytetracycline,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
151,1,2d77fccd-57a2-41ca-a481-ba72dc528af6,ADDS\mafifi,6/10/2019 2:18:03 AM,ADDS\mafifi,6/10/2019 2:18:03 AM,d9b35b67-fe88-48b7-ae2c-043fcaac0cd9,667,1,3_Cephapirin,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
152,1,86904795-0a09-486b-9991-4bc06a388607,ADDS\mafifi,6/10/2019 2:19:49 AM,ADDS\mafifi,6/10/2019 2:19:49 AM,b7af7a57-6372-4aa0-b27c-947cef2ef884,667,1,4_-ve control,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
153,1,9eda4bb1-63a1-4514-94d8-993836732163,ADDS\mafifi,7/4/2019 2:26:36 PM,ADDS\mafifi,7/4/2019 2:33:33 PM,f5183967-cd84-47f3-bcbc-d81877365506,346,1,2_Ceftiofur+TS,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
156,1,8c3a5af5-f037-4040-b794-d23d7fe0d0f5,ADDS\mafifi,11/27/2019 10:54:45 PM,ADDS\mafifi,11/27/2019 11:04:27 PM,fdf267c3-ed35-4eb5-b7bc-c140658bd1a3,44,1,1_Pen+strept,1,,1,3, A significant isolate of an organism found in a quarter at the 1-3DIM sample that was not present in the quarter sample at dry off,,Culture,Quarter,No-stratification (totals),,,,,,,,
157,1,f53faffd-3e7b-4bc2-aad8-c484e9a94bd6,ADDS\mafifi,11/27/2019 11:05:40 PM,ADDS\mafifi,11/27/2019 11:29:34 PM,5e296492-2762-4937-8a8c-7c6686c174f6,44,1,2_Pen+strept+TS,1,,1,3," A significant isolate of an organism found in a quarter at the 1-3DIM sample that was not present
in the quarter sample at dry off",,Culture,Quarter,No-stratification (totals),44,1,OR,linear,1,Quarter,,2_Pen+strept+TS
158,1,80679aad-f08d-4b75-8ae0-1ae4b1807cf4,ADDS\mafifi,11/27/2019 11:53:52 PM,ADDS\mafifi,11/27/2019 11:53:59 PM,16fdd9e4-8200-4f0b-a890-a715ee5b948d,803,1,1_Framycetin+Penethamate hydroiodide+penicillin,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
159,1,a74f22fd-d956-4c24-a561-0ed234c85497,ADDS\mafifi,11/27/2019 11:54:45 PM,ADDS\mafifi,11/28/2019 12:00:40 AM,e25fff89-759f-4a24-9752-f727c05ded5a,803,1,2_Framycetin+Penethamate hydroiodide+penicillin+TS,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
160,1,ac3f5db9-1e15-43ac-81ee-d0cc058348b4,ADDS\mafifi,6/11/2020 5:21:18 PM,ADDS\mafifi,6/11/2020 5:21:22 PM,8c018fba-b263-4749-8aa1-4171c77189a1,904,1,1_penicillin + fradiomycin,1,,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
161,1,1606cdda-c811-4b19-92f0-0194e03cd346,ADDS\mafifi,6/11/2020 5:29:56 PM,ADDS\mafifi,6/11/2020 5:36:06 PM,8c018fba-b263-4749-8aa1-4171c77189a1,904,1,1_penicillin + fradiomycin,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
162,1,8cc63d43-b135-46b5-a0d2-b1c5abab6b85,ADDS\mafifi,6/11/2020 5:36:42 PM,ADDS\mafifi,6/11/2020 5:36:42 PM,3f3589b6-442c-4ab1-a7fb-612f5e615a13,904,1,2_penicillin + fradiomycin+TS,1,,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
163,1,df77a40b-bdf5-420d-986e-f1f25a50d230,ADDS\mafifi,6/11/2020 5:36:59 PM,ADDS\mafifi,6/11/2020 5:37:01 PM,3f3589b6-442c-4ab1-a7fb-612f5e615a13,904,1,2_penicillin + fradiomycin+TS,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
164,1,c56026e6-a6fd-42da-9720-93ea7d800eed,ADDS\mafifi,6/11/2020 6:36:52 PM,ADDS\mafifi,6/11/2020 6:36:54 PM,059891f7-5f07-47b8-ac88-56c3e2f9db19,904,2,1_penicillin + fradiomycin,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
165,1,18284ef2-d40e-495e-92f2-b5749c0e017e,ADDS\mafifi,6/11/2020 6:38:01 PM,ADDS\mafifi,6/11/2020 6:38:01 PM,809cc813-b47c-4236-9640-8785db7dd0f9,904,2,2_penicillin + fradiomycin+TS,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
166,1,89a2e24c-5985-4851-8918-784ea20a308d,ADDS\mafifi,6/13/2020 10:41:58 PM,ADDS\mafifi,6/13/2020 10:41:59 PM,073f64bb-b886-409a-b1da-f3b914ea77f3,627,1,2_Ab mixture+TS,1,,5,19,,,Culture,Quarter,No-stratification (totals),627,1,OR,linear,1,Quarter,,2_Ab mixture+TS
